timestamp,amount,type,label,is_anomaly
2026-04-24 19:43:12,399.7725320039883,credit,normal,0
2026-04-24 19:44:12,810.6709037343177,debit,normal,0
2026-04-24 19:45:12,618.7089090857297,debit,normal,0
2026-04-24 19:46:12,100000.0,credit,fraud,1
2026-04-24 19:47:12,747.3920627589137,debit,normal,0
2026-04-24 19:48:12,497.3308980182662,debit,normal,0
2026-04-24 19:49:12,100000.0,credit,fraud,1
2026-04-24 19:50:12,424.35037796688295,debit,normal,0
2026-04-24 19:51:12,695.7085697842106,credit,normal,0
2026-04-24 19:52:12,167.52856217093534,debit,normal,0
2026-04-24 19:53:12,261.11783096893305,debit,normal,0
2026-04-24 19:54:12,255.52885482041557,credit,normal,0
2026-04-24 19:55:12,713.3452296202191,credit,normal,0
2026-04-24 19:56:12,259.52962029344496,credit,normal,0
2026-04-24 19:57:12,467.93279542476574,debit,normal,0
2026-04-24 19:58:12,380.0452390711545,credit,normal,0
2026-04-24 19:59:12,351.4199725931144,credit,normal,0
2026-04-24 20:00:12,321.68711581700313,debit,normal,0
2026-04-24 20:01:12,679.1921219486683,credit,normal,0
2026-04-24 20:02:12,625.0138222042989,credit,normal,0
2026-04-24 20:03:12,150000.0,debit,fraud,1
2026-04-24 20:04:12,570.5535263835133,credit,normal,0
2026-04-24 20:05:12,560.8938853572884,debit,normal,0
2026-04-24 20:06:12,610.9730945759123,credit,normal,0
2026-04-24 20:07:12,580.2153447944232,debit,normal,0
2026-04-24 20:08:12,339.33754508868833,credit,normal,0
2026-04-24 20:09:12,530.0446059649325,credit,normal,0
2026-04-24 20:10:12,114.52571657172979,credit,normal,0
2026-04-24 20:11:12,909.7790413008709,debit,normal,0
2026-04-24 20:12:12,445.41610848862854,credit,normal,0
2026-04-24 20:13:12,734.3211949781233,debit,normal,0
2026-04-24 20:14:12,314.5463297762958,debit,normal,0
2026-04-24 20:15:12,385.8669211208105,credit,normal,0
2026-04-24 20:16:12,450.55409774426846,debit,normal,0
2026-04-24 20:17:12,553.0654236965643,debit,normal,0
2026-04-24 20:18:12,215.00090628726127,debit,normal,0
2026-04-24 20:19:12,545.6955286636315,debit,normal,0
2026-04-24 20:20:12,447.79441887916363,credit,normal,0
2026-04-24 20:21:12,446.29263741066046,debit,normal,0
2026-04-24 20:22:12,720.3259078923635,credit,normal,0
2026-04-24 20:23:12,292.41060960986056,credit,normal,0
2026-04-24 20:24:12,283.95009682216715,debit,normal,0
2026-04-24 20:25:12,562.1554054406121,debit,normal,0
2026-04-24 20:26:12,50.0,debit,normal,0
2026-04-24 20:27:12,240.8172319915464,credit,normal,0
2026-04-24 20:28:12,638.9707226133676,debit,normal,0
2026-04-24 20:29:12,468.38818184914146,credit,normal,0
2026-04-24 20:30:12,841.8865414057443,debit,normal,0
2026-04-24 20:31:12,255.58789622472906,debit,normal,0
2026-04-24 20:32:12,586.6555602374121,debit,normal,0
2026-04-24 20:33:12,640.6643313979939,credit,normal,0
2026-04-24 20:34:12,409.03402135403337,credit,normal,0
2026-04-24 20:35:12,100000.0,debit,fraud,1
2026-04-24 20:36:12,687.3206611655149,debit,normal,0
2026-04-24 20:37:12,539.8045266636941,debit,normal,0
2026-04-24 20:38:12,396.21534808445927,debit,normal,0
2026-04-24 20:39:12,651.6219203199505,debit,normal,0
2026-04-24 20:40:12,371.1261119974654,debit,normal,0
2026-04-24 20:41:12,300.26130290522747,debit,normal,0
2026-04-24 20:42:12,436.8441746037282,debit,normal,0
2026-04-24 20:43:12,248.98453348248376,credit,normal,0
2026-04-24 20:44:12,649.4199647503067,debit,normal,0
2026-04-24 20:45:12,185.48668540080502,credit,normal,0
2026-04-24 20:46:12,145.474286452307,credit,normal,0
2026-04-24 20:47:12,367.4891219442853,credit,normal,0
2026-04-24 20:48:12,320.5339520184258,debit,normal,0
2026-04-24 20:49:12,403.64411964911085,debit,normal,0
2026-04-24 20:50:12,891.5116308667018,credit,normal,0
2026-04-24 20:51:12,586.2751853275502,debit,normal,0
2026-04-24 20:52:12,404.8907472067094,credit,normal,0
2026-04-24 20:53:12,479.8492648677925,debit,normal,0
2026-04-24 20:54:12,387.14250407439124,credit,normal,0
2026-04-24 20:55:12,414.89888429639393,credit,normal,0
2026-04-24 20:56:12,97.85217893387232,credit,normal,0
2026-04-24 20:57:12,100000.0,credit,fraud,1
2026-04-24 20:58:12,372.91903160786967,debit,normal,0
2026-04-24 20:59:12,200000.0,debit,fraud,1
2026-04-24 21:00:12,652.6941585908128,credit,normal,0
2026-04-24 21:01:12,60.13259728329484,debit,normal,0
2026-04-24 21:02:12,625.2920339757632,debit,normal,0
2026-04-24 21:03:12,533.0812569388222,debit,normal,0
2026-04-24 21:04:12,595.8074019205139,debit,normal,0
2026-04-24 21:05:12,406.14992245516794,debit,normal,0
2026-04-24 21:06:12,636.4788297715825,debit,normal,0
2026-04-24 21:07:12,662.025785394643,debit,normal,0
2026-04-24 21:08:12,692.1265711510903,debit,normal,0
2026-04-24 21:09:12,697.9761635337644,debit,normal,0
2026-04-24 21:10:12,410.27267775804853,credit,normal,0
2026-04-24 21:11:12,631.7849514150884,credit,normal,0
2026-04-24 21:12:12,856.9560146763108,credit,normal,0
2026-04-24 21:13:12,224.6914162181398,credit,normal,0
2026-04-24 21:14:12,407.57694058146285,debit,normal,0
2026-04-24 21:15:12,766.9839106091113,credit,normal,0
2026-04-24 21:16:12,845.63555304752,credit,normal,0
2026-04-24 21:17:12,56.474570014666256,credit,normal,0
2026-04-24 21:18:12,497.54035352097765,debit,normal,0
2026-04-24 21:19:12,252.82448956933328,debit,normal,0
2026-04-24 21:20:12,535.727174819712,debit,normal,0
2026-04-24 21:21:12,371.8599928355651,debit,normal,0
2026-04-24 21:22:12,846.0882952781592,debit,normal,0
2026-04-24 21:23:12,583.4651171636174,credit,normal,0
2026-04-24 21:24:12,514.5874405168394,debit,normal,0
2026-04-24 21:25:12,587.7156250159587,credit,normal,0
2026-04-24 21:26:12,362.06526291038233,credit,normal,0
2026-04-24 21:27:12,432.1841224905705,credit,normal,0
2026-04-24 21:28:12,150000.0,credit,fraud,1
2026-04-24 21:29:12,571.4880488887551,debit,normal,0
2026-04-24 21:30:12,712.2383364378242,debit,normal,0
2026-04-24 21:31:12,724.7645348097772,credit,normal,0
2026-04-24 21:32:12,602.3878055428377,credit,normal,0
2026-04-24 21:33:12,930.6339681161915,debit,normal,0
2026-04-24 21:34:12,691.7946697772629,debit,normal,0
2026-04-24 21:35:12,806.1640105052556,credit,normal,0
2026-04-24 21:36:12,308.67313382514794,debit,normal,0
2026-04-24 21:37:12,216.39123052416596,debit,normal,0
2026-04-24 21:38:12,232.29709911150968,credit,normal,0
2026-04-24 21:39:12,475.3781550647736,credit,normal,0
2026-04-24 21:40:12,370.95245086333426,credit,normal,0
2026-04-24 21:41:12,455.34056107401824,credit,normal,0
2026-04-24 21:42:12,386.07561407434866,debit,normal,0
2026-04-24 21:43:12,456.81558767433216,credit,normal,0
2026-04-24 21:44:12,455.93752502309593,credit,normal,0
2026-04-24 21:45:12,452.71894860947873,debit,normal,0
2026-04-24 21:46:12,636.1842054490905,credit,normal,0
2026-04-24 21:47:12,628.1300955569068,debit,normal,0
2026-04-24 21:48:12,511.71666838765634,debit,normal,0
2026-04-24 21:49:12,350.77755092412735,credit,normal,0
2026-04-24 21:50:12,239.75117188015275,debit,normal,0
2026-04-24 21:51:12,559.276882836954,debit,normal,0
2026-04-24 21:52:12,803.9943418025598,credit,normal,0
2026-04-24 21:53:12,414.4209556800538,debit,normal,0
2026-04-24 21:54:12,285.5572825421799,debit,normal,0
2026-04-24 21:55:12,743.2536586778826,credit,normal,0
2026-04-24 21:56:12,683.0086389156281,debit,normal,0
2026-04-24 21:57:12,714.4855092801454,debit,normal,0
2026-04-24 21:58:12,429.0145071807192,credit,normal,0
2026-04-24 21:59:12,615.1311256430298,debit,normal,0
2026-04-24 22:00:12,684.5872178056819,debit,normal,0
2026-04-24 22:01:12,807.2689244254663,debit,normal,0
2026-04-24 22:02:12,714.8904431745498,credit,normal,0
2026-04-24 22:03:12,672.9368158458278,debit,normal,0
2026-04-24 22:04:12,767.0289007748931,credit,normal,0
2026-04-24 22:05:12,478.8257464718559,credit,normal,0
2026-04-24 22:06:12,379.32036469916136,debit,normal,0
2026-04-24 22:07:12,446.26509077830826,debit,normal,0
2026-04-24 22:08:12,505.19158586010747,debit,normal,0
2026-04-24 22:09:12,592.3340273531285,debit,normal,0
2026-04-24 22:10:12,541.7743687765134,debit,normal,0
2026-04-24 22:11:12,787.277929358404,credit,normal,0
2026-04-24 22:12:12,679.937212114289,credit,normal,0
2026-04-24 22:13:12,751.1133383882152,credit,normal,0
2026-04-24 22:14:12,1001.0318425673862,credit,normal,0
2026-04-24 22:15:12,455.93175016288745,credit,normal,0
2026-04-24 22:16:12,396.228781730845,debit,normal,0
2026-04-24 22:17:12,686.5098104902161,credit,normal,0
2026-04-24 22:18:12,384.5380325626152,debit,normal,0
2026-04-24 22:19:12,537.8543515694839,credit,normal,0
2026-04-24 22:20:12,591.4459626012141,credit,normal,0
2026-04-24 22:21:12,501.6755317516925,debit,normal,0
2026-04-24 22:22:12,359.24547559723624,credit,normal,0
2026-04-24 22:23:12,464.729010897231,credit,normal,0
2026-04-24 22:24:12,762.8312568562076,credit,normal,0
2026-04-24 22:25:12,616.1989341770077,debit,normal,0
2026-04-24 22:26:12,234.5693762680291,debit,normal,0
2026-04-24 22:27:12,895.0333322596632,debit,normal,0
2026-04-24 22:28:12,358.5799756510572,credit,normal,0
2026-04-24 22:29:12,273.4430106826344,debit,normal,0
2026-04-24 22:30:12,359.81140006209,debit,normal,0
2026-04-24 22:31:12,519.3798054725153,credit,normal,0
2026-04-24 22:32:12,265.1402024602458,debit,normal,0
2026-04-24 22:33:12,322.82349154560484,credit,normal,0
2026-04-24 22:34:12,484.472510316771,credit,normal,0
2026-04-24 22:35:12,376.97951125706913,debit,normal,0
2026-04-24 22:36:12,699.4564171039616,debit,normal,0
2026-04-24 22:37:12,257.9365693686293,credit,normal,0
2026-04-24 22:38:12,521.6479356795368,credit,normal,0
2026-04-24 22:39:12,516.4230489351534,debit,normal,0
2026-04-24 22:40:12,788.6282050704958,credit,normal,0
2026-04-24 22:41:12,734.3247489704852,debit,normal,0
2026-04-24 22:42:12,362.7978015432384,credit,normal,0
2026-04-24 22:43:12,804.0900175971047,debit,normal,0
2026-04-24 22:44:12,692.4340059381739,debit,normal,0
2026-04-24 22:45:12,233.0382675086728,debit,normal,0
2026-04-24 22:46:12,261.9280550534595,debit,normal,0
2026-04-24 22:47:12,685.3909936976785,debit,normal,0
2026-04-24 22:48:12,199.18521005958615,debit,normal,0
2026-04-24 22:49:12,234.8422099224906,debit,normal,0
2026-04-24 22:50:12,457.655190240393,debit,normal,0
2026-04-24 22:51:12,100000.0,debit,fraud,1
2026-04-24 22:52:12,771.7980169886026,credit,normal,0
2026-04-24 22:53:12,513.6258783734123,debit,normal,0
2026-04-24 22:54:12,50.0,debit,normal,0
2026-04-24 22:55:12,446.1700665806952,credit,normal,0
2026-04-24 22:56:12,442.83803219563947,credit,normal,0
2026-04-24 22:57:12,633.7101509169695,credit,normal,0
2026-04-24 22:58:12,453.094673169967,debit,normal,0
2026-04-24 22:59:12,431.9233471348943,debit,normal,0
2026-04-24 23:00:12,422.15572800945756,debit,normal,0
2026-04-24 23:01:12,829.9501269353123,credit,normal,0
2026-04-24 23:02:12,630.7953835897086,debit,normal,0
2026-04-24 23:03:12,739.0686545745093,debit,normal,0
2026-04-24 23:04:12,831.2938388812452,credit,normal,0
2026-04-24 23:05:12,278.2408125209299,credit,normal,0
2026-04-24 23:06:12,300.5961211025322,debit,normal,0
2026-04-24 23:07:12,286.77054429820413,debit,normal,0
2026-04-24 23:08:12,643.1158862610355,debit,normal,0
2026-04-24 23:09:12,336.7157436642369,credit,normal,0
2026-04-24 23:10:12,662.7060857187109,debit,normal,0
2026-04-24 23:11:12,589.8460394473483,credit,normal,0
2026-04-24 23:12:12,607.6646608895721,debit,normal,0
2026-04-24 23:13:12,592.1945643179384,debit,normal,0
2026-04-24 23:14:12,354.42476936219504,debit,normal,0
2026-04-24 23:15:12,264.19751141697293,debit,normal,0
2026-04-24 23:16:12,150000.0,debit,fraud,1
2026-04-24 23:17:12,688.8877803721049,credit,normal,0
2026-04-24 23:18:12,338.5277737412448,debit,normal,0
2026-04-24 23:19:12,559.790312935135,credit,normal,0
2026-04-24 23:20:12,218.67702561158205,credit,normal,0
2026-04-24 23:21:12,263.6451666035458,credit,normal,0
2026-04-24 23:22:12,581.8816877298772,credit,normal,0
2026-04-24 23:23:12,540.3459174870212,debit,normal,0
2026-04-24 23:24:12,260.5062677913494,debit,normal,0
2026-04-24 23:25:12,629.301096735276,credit,normal,0
2026-04-24 23:26:12,377.0001682323927,credit,normal,0
2026-04-24 23:27:12,546.2852973834044,debit,normal,0
2026-04-24 23:28:12,828.9152351098248,debit,normal,0
2026-04-24 23:29:12,503.84656113702744,credit,normal,0
2026-04-24 23:30:12,568.9193982885714,credit,normal,0
2026-04-24 23:31:12,642.0330814812189,debit,normal,0
2026-04-24 23:32:12,480.1676282570348,debit,normal,0
2026-04-24 23:33:12,603.4365471964686,debit,normal,0
2026-04-24 23:34:12,200.5767316540751,credit,normal,0
2026-04-24 23:35:12,765.2153620184304,debit,normal,0
2026-04-24 23:36:12,570.0589077915204,debit,normal,0
2026-04-24 23:37:12,839.4891523546976,credit,normal,0
2026-04-24 23:38:12,579.1990257084881,credit,normal,0
2026-04-24 23:39:12,365.4655508938208,debit,normal,0
2026-04-24 23:40:12,781.7423482522227,credit,normal,0
2026-04-24 23:41:12,553.0963543057243,credit,normal,0
2026-04-24 23:42:12,609.7295524169426,debit,normal,0
2026-04-24 23:43:12,150000.0,credit,fraud,1
2026-04-24 23:44:12,335.3469303204697,debit,normal,0
2026-04-24 23:45:12,661.4239171147956,debit,normal,0
2026-04-24 23:46:12,813.5029267347165,credit,normal,0
2026-04-24 23:47:12,684.2519547515722,debit,normal,0
2026-04-24 23:48:12,634.8931245036235,credit,normal,0
2026-04-24 23:49:12,621.7888110193165,credit,normal,0
2026-04-24 23:50:12,642.3417216608257,debit,normal,0
2026-04-24 23:51:12,392.58725035354365,debit,normal,0
2026-04-24 23:52:12,766.966451134919,credit,normal,0
2026-04-24 23:53:12,464.25530144644796,debit,normal,0
2026-04-24 23:54:12,342.54861295027024,credit,normal,0
2026-04-24 23:55:12,576.4630586208818,credit,normal,0
2026-04-24 23:56:12,695.0367650631023,debit,normal,0
2026-04-24 23:57:12,301.5709209827787,debit,normal,0
2026-04-24 23:58:12,502.23532049971004,credit,normal,0
2026-04-24 23:59:12,282.22888138057795,debit,normal,0
2026-04-25 00:00:12,792.124177184473,debit,normal,0
2026-04-25 00:01:12,50.0,debit,normal,0
2026-04-25 00:02:12,451.2349219194081,credit,normal,0
2026-04-25 00:03:12,331.38294549428133,debit,normal,0
2026-04-25 00:04:12,557.696480275704,debit,normal,0
2026-04-25 00:05:12,258.18858902381385,debit,normal,0
2026-04-25 00:06:12,680.6934797993331,debit,normal,0
2026-04-25 00:07:12,773.3985971983946,debit,normal,0
2026-04-25 00:08:12,403.2268050810605,debit,normal,0
2026-04-25 00:09:12,430.8462495534988,debit,normal,0
2026-04-25 00:10:12,936.920113828149,debit,normal,0
2026-04-25 00:11:12,150000.0,credit,fraud,1
2026-04-25 00:12:12,50.0,debit,normal,0
2026-04-25 00:13:12,1075.2131613393367,debit,normal,0
2026-04-25 00:14:12,417.1794605233557,debit,normal,0
2026-04-25 00:15:12,384.4001537338321,debit,normal,0
2026-04-25 00:16:12,214.5919767233301,credit,normal,0
2026-04-25 00:17:12,326.0733811194419,debit,normal,0
2026-04-25 00:18:12,529.7366154568911,debit,normal,0
2026-04-25 00:19:12,551.7189518443889,credit,normal,0
2026-04-25 00:20:12,329.56466995583503,credit,normal,0
2026-04-25 00:21:12,350.6554088496763,debit,normal,0
2026-04-25 00:22:12,552.8227340890056,credit,normal,0
2026-04-25 00:23:12,599.5998235368684,credit,normal,0
2026-04-25 00:24:12,359.92576552583716,credit,normal,0
2026-04-25 00:25:12,612.1013779403817,credit,normal,0
2026-04-25 00:26:12,489.561575084887,credit,normal,0
2026-04-25 00:27:12,533.7339785477589,credit,normal,0
2026-04-25 00:28:12,408.20307546205765,debit,normal,0
2026-04-25 00:29:12,566.4381577966221,debit,normal,0
2026-04-25 00:30:12,592.1119765003556,credit,normal,0
2026-04-25 00:31:12,679.5000691713749,credit,normal,0
2026-04-25 00:32:12,740.5432730916623,credit,normal,0
2026-04-25 00:33:12,159.17695344188866,credit,normal,0
2026-04-25 00:34:12,366.2297062335904,credit,normal,0
2026-04-25 00:35:12,122.61527709091166,debit,normal,0
2026-04-25 00:36:12,440.9220440017532,credit,normal,0
2026-04-25 00:37:12,639.296397602082,credit,normal,0
2026-04-25 00:38:12,549.5240190654631,debit,normal,0
2026-04-25 00:39:12,521.8709451005343,debit,normal,0
2026-04-25 00:40:12,322.81332251296294,debit,normal,0
2026-04-25 00:41:12,497.81850508106413,credit,normal,0
2026-04-25 00:42:12,437.04944489325663,debit,normal,0
2026-04-25 00:43:12,339.4095013482889,credit,normal,0
2026-04-25 00:44:12,983.0222258014878,credit,normal,0
2026-04-25 00:45:12,200000.0,debit,fraud,1
2026-04-25 00:46:12,512.13745677556,credit,normal,0
2026-04-25 00:47:12,674.2676692166312,credit,normal,0
2026-04-25 00:48:12,100000.0,debit,fraud,1
2026-04-25 00:49:12,558.434172805273,credit,normal,0
2026-04-25 00:50:12,322.9061382354647,credit,normal,0
2026-04-25 00:51:12,577.3522762985348,credit,normal,0
2026-04-25 00:52:12,550.142297158556,debit,normal,0
2026-04-25 00:53:12,100000.0,credit,fraud,1
2026-04-25 00:54:12,320.0431700008919,credit,normal,0
2026-04-25 00:55:12,427.27320726298217,credit,normal,0
2026-04-25 00:56:12,358.9842141012077,credit,normal,0
2026-04-25 00:57:12,720.8127972432088,credit,normal,0
2026-04-25 00:58:12,614.6304462657992,credit,normal,0
2026-04-25 00:59:12,385.95500066345807,credit,normal,0
2026-04-25 01:00:12,512.4324208909842,credit,normal,0
2026-04-25 01:01:12,318.1468208153261,credit,normal,0
2026-04-25 01:02:12,761.7752603647425,debit,normal,0
2026-04-25 01:03:12,818.9549720172085,debit,normal,0
2026-04-25 01:04:12,200000.0,debit,fraud,1
2026-04-25 01:05:12,480.2752195433202,credit,normal,0
2026-04-25 01:06:12,208.88250642319963,credit,normal,0
2026-04-25 01:07:12,408.638579458942,credit,normal,0
2026-04-25 01:08:12,533.1453372899588,credit,normal,0
2026-04-25 01:09:12,604.3707577875136,debit,normal,0
2026-04-25 01:10:12,474.25822142040784,credit,normal,0
2026-04-25 01:11:12,316.4037694889269,debit,normal,0
2026-04-25 01:12:12,254.01770219456918,debit,normal,0
2026-04-25 01:13:12,625.2531775104869,debit,normal,0
2026-04-25 01:14:12,724.0585744756602,credit,normal,0
2026-04-25 01:15:12,260.0504483805769,debit,normal,0
2026-04-25 01:16:12,293.0939197125681,credit,normal,0
2026-04-25 01:17:12,655.6892625979788,debit,normal,0
2026-04-25 01:18:12,667.8270506252817,credit,normal,0
2026-04-25 01:19:12,866.5065788742559,debit,normal,0
2026-04-25 01:20:12,520.2982010818379,credit,normal,0
2026-04-25 01:21:12,339.97025292491526,credit,normal,0
2026-04-25 01:22:12,635.1625079165386,debit,normal,0
2026-04-25 01:23:12,636.2219905958759,debit,normal,0
2026-04-25 01:24:12,267.1773918317501,credit,normal,0
2026-04-25 01:25:12,229.78163874584726,debit,normal,0
2026-04-25 01:26:12,564.3989623969027,debit,normal,0
2026-04-25 01:27:12,626.9385392548688,debit,normal,0
2026-04-25 01:28:12,720.2701947182686,credit,normal,0
2026-04-25 01:29:12,394.0647902009533,debit,normal,0
2026-04-25 01:30:12,361.46323603709527,debit,normal,0
2026-04-25 01:31:12,864.4102199942236,credit,normal,0
2026-04-25 01:32:12,238.46082078456607,debit,normal,0
2026-04-25 01:33:12,1039.058731775017,debit,normal,0
2026-04-25 01:34:12,960.4692584798195,credit,normal,0
2026-04-25 01:35:12,273.61955580944635,credit,normal,0
2026-04-25 01:36:12,736.7611751088875,credit,normal,0
2026-04-25 01:37:12,362.36158614114595,debit,normal,0
2026-04-25 01:38:12,919.1660337099861,credit,normal,0
2026-04-25 01:39:12,425.01599885546943,credit,normal,0
2026-04-25 01:40:12,203.1135416480755,credit,normal,0
2026-04-25 01:41:12,560.7333658801904,credit,normal,0
2026-04-25 01:42:12,575.7566520399735,credit,normal,0
2026-04-25 01:43:12,166.38769076724498,credit,normal,0
2026-04-25 01:44:12,612.601001171163,credit,normal,0
2026-04-25 01:45:12,761.2939363516857,credit,normal,0
2026-04-25 01:46:12,329.3554417922745,debit,normal,0
2026-04-25 01:47:12,447.11501152792715,credit,normal,0
2026-04-25 01:48:12,178.3214882872988,credit,normal,0
2026-04-25 01:49:12,50.0,debit,normal,0
2026-04-25 01:50:12,433.9444238742052,debit,normal,0
2026-04-25 01:51:12,891.9612683683946,debit,normal,0
2026-04-25 01:52:12,689.2186419859299,credit,normal,0
2026-04-25 01:53:12,584.5807337134966,debit,normal,0
