timestamp,cpu_usage,api_latency,error_rate,disk_io
2026-04-24 19:25:12.486559,63,448,2.607641037759092,306
2026-04-24 19:26:12.486559,41,517,19.51503768811361,112
2026-04-24 19:27:12.486559,57,510,18.31389139465144,260
2026-04-24 19:28:12.486559,55,408,11.915675241908911,402
2026-04-24 19:29:12.486559,53,293,4.21038460002404,298
2026-04-24 19:30:12.486559,55,193,10.076589269056528,223
2026-04-24 19:31:12.486559,68,402,13.765637816732507,248
2026-04-24 19:32:12.486559,77,263,19.952355274314606,307
2026-04-24 19:33:12.486559,69,422,7.988849507133651,167
2026-04-24 19:34:12.486559,80,227,18.4513651364081,198
2026-04-24 19:35:12.486559,50,407,5.485652549719637,331
2026-04-24 19:36:12.486559,62,283,1.275723141427838,160
2026-04-24 19:37:12.486559,74,458,10.260894620214012,202
2026-04-24 19:38:12.486559,63,288,12.921497092367337,277
2026-04-24 19:39:12.486559,65,243,1.66818188628868,433
2026-04-24 19:40:12.486559,66,432,16.919333121640285,128
2026-04-24 19:41:12.486559,82,200,4.223419269763999,123
2026-04-24 19:42:12.486559,77,134,0.1912766843427094,169
2026-04-24 19:43:12.486559,56,509,2.979079700948948,206
2026-04-24 19:44:12.486559,71,256,17.970175021205407,293
2026-04-24 19:45:12.486559,62,117,19.082343661527737,497
2026-04-24 19:46:12.486559,42,207,3.609037494632239,382
2026-04-24 19:47:12.486559,61,297,15.040299730480957,360
2026-04-24 19:48:12.486559,57,564,2.32787439624057,477
2026-04-24 19:49:12.486559,55,511,18.6530335960831,108
2026-04-24 19:50:12.486559,62,381,5.082580725888349,259
2026-04-24 19:51:12.486559,48,564,16.375792326458217,392
2026-04-24 19:52:12.486559,66,105,12.312919587734822,238
2026-04-24 19:53:12.486559,73,362,8.54900733828557,359
2026-04-24 19:54:12.486559,73,461,2.1086329061927533,248
2026-04-24 19:55:12.486559,79,196,11.382600150173648,260
2026-04-24 19:56:12.486559,46,414,8.728079985101449,293
2026-04-24 19:57:12.486559,44,555,2.519676860394433,453
2026-04-24 19:58:12.486559,96,159,7.574195270588435,491
2026-04-24 19:59:12.486559,42,590,6.538675183658094,332
2026-04-24 20:00:12.486559,66,303,0.9180970841029334,171
2026-04-24 20:01:12.486559,71,161,9.09480220787591,492
2026-04-24 20:02:12.486559,78,159,6.875363642675795,203
2026-04-24 20:03:12.486559,46,401,18.073372232333035,216
2026-04-24 20:04:12.486559,47,533,17.23050670032953,403
2026-04-24 20:05:12.486559,46,391,18.301483244979497,172
2026-04-24 20:06:12.486559,62,434,19.464792750651213,266
2026-04-24 20:07:12.486559,60,444,17.89853038332611,429
2026-04-24 20:08:12.486559,60,194,6.171056324573298,191
2026-04-24 20:09:12.486559,70,165,5.958036111562124,120
2026-04-24 20:10:12.486559,77,238,5.115294988597114,245
2026-04-24 20:11:12.486559,62,591,6.993175205089457,129
2026-04-24 20:12:12.486559,62,277,11.759543872266105,284
2026-04-24 20:13:12.486559,92,225,18.00108407072853,226
2026-04-24 20:14:12.486559,80,568,9.791957601167681,251
2026-04-24 20:15:12.486559,63,379,11.111977170630396,158
2026-04-24 20:16:12.486559,47,281,2.003114894959266,425
2026-04-24 20:17:12.486559,62,359,12.981902615771396,145
2026-04-24 20:18:12.486559,72,535,16.21213357977005,350
2026-04-24 20:19:12.486559,47,516,6.899671003919082,477
2026-04-24 20:20:12.486559,69,361,8.773143446795903,471
2026-04-24 20:21:12.486559,66,410,7.453111946569266,265
2026-04-24 20:22:12.486559,96,119,18.976053380373223,454
2026-04-24 20:23:12.486559,60,508,14.25369284151017,210
2026-04-24 20:24:12.486559,66,252,11.77140186501985,187
2026-04-24 20:25:12.486559,64,446,18.829298173261346,309
2026-04-24 20:26:12.486559,70,178,8.96866930019517,269
2026-04-24 20:27:12.486559,72,253,11.814928289715528,429
2026-04-24 20:28:12.486559,63,448,3.782891471549852,430
2026-04-24 20:29:12.486559,90,305,7.619094257539416,210
2026-04-24 20:30:12.486559,74,155,18.680567210339834,137
2026-04-24 20:31:12.486559,58,472,14.780660869063041,135
2026-04-24 20:32:12.486559,83,562,13.274583191090661,454
2026-04-24 20:33:12.486559,63,136,2.9072270173858406,322
2026-04-24 20:34:12.486559,92,491,17.845953388618415,317
2026-04-24 20:35:12.486559,58,285,12.858849936602967,126
2026-04-24 20:36:12.486559,65,362,16.605179727382748,202
2026-04-24 20:37:12.486559,46,379,17.175493570112373,164
2026-04-24 20:38:12.486559,40,578,19.10841909077746,179
2026-04-24 20:39:12.486559,51,503,17.002207545211423,478
2026-04-24 20:40:12.486559,97,541,13.35217303895957,417
2026-04-24 20:41:12.486559,70,319,0.42323872462224577,148
2026-04-24 20:42:12.486559,76,441,17.31625660026147,257
2026-04-24 20:43:12.486559,71,433,19.15161051886831,257
2026-04-24 20:44:12.486559,48,572,0.7634390684624726,120
2026-04-24 20:45:12.486559,55,404,7.230091830655921,352
2026-04-24 20:46:12.486559,44,429,3.9320655511200076,130
2026-04-24 20:47:12.486559,46,528,4.981224249963391,113
2026-04-24 20:48:12.486559,62,377,17.480374184011495,461
2026-04-24 20:49:12.486559,95,260,19.252853182455247,400
2026-04-24 20:50:12.486559,50,236,0.7493411764708324,146
2026-04-24 20:51:12.486559,65,320,17.30229167367418,165
2026-04-24 20:52:12.486559,77,486,14.95717948686692,256
2026-04-24 20:53:12.486559,76,155,18.42520923423747,254
2026-04-24 20:54:12.486559,42,115,3.6054822437442358,254
2026-04-24 20:55:12.486559,49,420,0.2646838246697647,403
2026-04-24 20:56:12.486559,61,371,16.63041706791099,246
2026-04-24 20:57:12.486559,46,173,10.688143034558985,230
2026-04-24 20:58:12.486559,78,557,2.723823091018196,216
2026-04-24 20:59:12.486559,68,591,7.661163657492683,204
2026-04-24 21:00:12.486559,65,280,2.57826407491645,474
2026-04-24 21:01:12.486559,66,447,16.006805861373156,415
2026-04-24 21:02:12.486559,98,253,15.564292382328937,417
2026-04-24 21:03:12.486559,81,449,15.693027374502822,459
2026-04-24 21:04:12.486559,60,417,14.702425842009106,141
2026-04-24 21:05:12.486559,47,399,7.989475798544465,473
2026-04-24 21:06:12.486559,69,304,15.93079317698054,397
2026-04-24 21:07:12.486559,77,265,11.031783349536449,316
2026-04-24 21:08:12.486559,61,531,11.071787949235505,490
2026-04-24 21:09:12.486559,48,215,10.838542622739558,469
2026-04-24 21:10:12.486559,64,497,13.422786279750834,464
2026-04-24 21:11:12.486559,59,480,10.76555310266901,412
2026-04-24 21:12:12.486559,67,278,3.4637965630010448,226
2026-04-24 21:13:12.486559,63,423,19.090333907334298,108
2026-04-24 21:14:12.486559,69,303,13.17150044236209,210
2026-04-24 21:15:12.486559,75,359,8.234686091878684,485
2026-04-24 21:16:12.486559,57,310,3.702722609878235,146
2026-04-24 21:17:12.486559,79,422,4.609962907246603,238
2026-04-24 21:18:12.486559,64,105,12.761750207711213,329
2026-04-24 21:19:12.486559,69,352,12.068713947407264,237
2026-04-24 21:20:12.486559,70,192,1.5157580567557671,369
2026-04-24 21:21:12.486559,46,333,8.503171377313345,114
2026-04-24 21:22:12.486559,55,355,11.935140336571145,104
2026-04-24 21:23:12.486559,60,389,7.065618349849487,367
2026-04-24 21:24:12.486559,66,211,19.81591608284679,182
2026-04-24 21:25:12.486559,60,134,8.81865678666964,271
2026-04-24 21:26:12.486559,99,448,7.379205873038501,118
2026-04-24 21:27:12.486559,48,514,18.176352780962432,352
2026-04-24 21:28:12.486559,74,174,5.2282486136206945,317
2026-04-24 21:29:12.486559,84,233,15.007273186595466,365
2026-04-24 21:30:12.486559,43,271,1.1292534745590044,360
2026-04-24 21:31:12.486559,97,372,12.094719254651828,163
2026-04-24 21:32:12.486559,82,475,16.64650547553837,392
2026-04-24 21:33:12.486559,64,411,16.625484063370443,173
2026-04-24 21:34:12.486559,79,357,11.026126332290984,407
2026-04-24 21:35:12.486559,43,221,8.19920127450807,337
2026-04-24 21:36:12.486559,75,471,15.471934783593017,173
2026-04-24 21:37:12.486559,53,439,14.80471631647858,125
2026-04-24 21:38:12.486559,54,584,19.710407744267876,332
2026-04-24 21:39:12.486559,40,281,4.636015163096716,338
2026-04-24 21:40:12.486559,76,130,1.2343931712909728,189
2026-04-24 21:41:12.486559,71,254,11.54695352068212,128
2026-04-24 21:42:12.486559,80,488,2.331079726029057,480
2026-04-24 21:43:12.486559,47,430,8.744522302151626,133
2026-04-24 21:44:12.486559,65,282,2.337052969630742,122
2026-04-24 21:45:12.486559,47,428,15.109098048966434,304
2026-04-24 21:46:12.486559,58,506,13.176163622822916,242
2026-04-24 21:47:12.486559,75,406,5.069752036022804,220
2026-04-24 21:48:12.486559,62,210,0.20860925443442646,153
2026-04-24 21:49:12.486559,68,508,1.403910178593919,218
2026-04-24 21:50:12.486559,70,301,12.743811943932126,296
2026-04-24 21:51:12.486559,81,480,11.470941226342568,418
2026-04-24 21:52:12.486559,52,403,14.193643245735892,319
2026-04-24 21:53:12.486559,60,591,14.599273086938432,425
2026-04-24 21:54:12.486559,69,176,4.915221674600727,456
2026-04-24 21:55:12.486559,49,231,5.863426690638374,306
2026-04-24 21:56:12.486559,69,400,19.11487398934416,424
2026-04-24 21:57:12.486559,62,573,9.879875119525172,338
2026-04-24 21:58:12.486559,91,200,16.95001692911623,462
2026-04-24 21:59:12.486559,61,586,5.724075451846189,145
2026-04-24 22:00:12.486559,52,151,14.088146202220662,404
2026-04-24 22:01:12.486559,41,235,14.794353939204177,247
2026-04-24 22:02:12.486559,71,185,14.222681310791895,487
2026-04-24 22:03:12.486559,76,527,0.6779379797570506,423
2026-04-24 22:04:12.486559,73,457,13.585233605811801,480
2026-04-24 22:05:12.486559,76,385,11.235755275622735,417
2026-04-24 22:06:12.486559,71,394,6.695924439198668,104
2026-04-24 22:07:12.486559,70,529,17.299446869087863,367
2026-04-24 22:08:12.486559,96,161,2.6834689207557028,443
2026-04-24 22:09:12.486559,95,328,16.38457894976957,145
2026-04-24 22:10:12.486559,65,164,7.575982601274836,493
2026-04-24 22:11:12.486559,79,521,9.496958161751277,209
2026-04-24 22:12:12.486559,98,117,5.222285766929737,342
2026-04-24 22:13:12.486559,50,126,16.511114253524923,432
2026-04-24 22:14:12.486559,57,399,10.775084736269687,179
2026-04-24 22:15:12.486559,65,260,2.463358885361562,178
2026-04-24 22:16:12.486559,73,193,9.329294761468397,223
2026-04-24 22:17:12.486559,58,567,13.852037473924977,338
2026-04-24 22:18:12.486559,65,272,9.337395665014267,451
2026-04-24 22:19:12.486559,74,237,10.372934568214408,116
2026-04-24 22:20:12.486559,70,304,16.94250244533225,144
2026-04-24 22:21:12.486559,57,367,4.322891639120378,123
2026-04-24 22:22:12.486559,62,364,14.85796510871933,268
2026-04-24 22:23:12.486559,41,522,9.481318177301823,156
2026-04-24 22:24:12.486559,97,474,7.72838319116782,242
2026-04-24 22:25:12.486559,53,354,11.52347755884362,180
2026-04-24 22:26:12.486559,51,585,7.23163361431059,453
2026-04-24 22:27:12.486559,64,103,2.554272222863161,180
2026-04-24 22:28:12.486559,56,361,2.5865493556240904,176
2026-04-24 22:29:12.486559,43,498,5.4686705214914255,451
2026-04-24 22:30:12.486559,81,320,2.2688827223103325,309
2026-04-24 22:31:12.486559,41,258,14.843859089020954,278
2026-04-24 22:32:12.486559,60,463,18.357891163163064,140
2026-04-24 22:33:12.486559,57,496,7.402717479085997,235
2026-04-24 22:34:12.486559,72,457,12.915506466866107,104
2026-04-24 22:35:12.486559,94,126,13.708104227272369,228
2026-04-24 22:36:12.486559,68,574,7.160780672788856,432
2026-04-24 22:37:12.486559,62,509,14.670064580538236,291
2026-04-24 22:38:12.486559,48,526,0.10705733836265496,287
2026-04-24 22:39:12.486559,64,563,19.416540168038285,440
2026-04-24 22:40:12.486559,54,387,7.063752654710935,395
2026-04-24 22:41:12.486559,68,228,16.998027394390185,356
2026-04-24 22:42:12.486559,65,274,9.932259696323854,309
2026-04-24 22:43:12.486559,64,461,6.193456464351474,106
2026-04-24 22:44:12.486559,82,281,14.413914837605233,110
2026-04-24 22:45:12.486559,90,482,13.52005426262226,341
2026-04-24 22:46:12.486559,49,440,14.51499459684332,353
2026-04-24 22:47:12.486559,77,435,14.593779763263345,146
2026-04-24 22:48:12.486559,74,374,17.286400661285747,132
2026-04-24 22:49:12.486559,55,569,0.1730353549057595,245
2026-04-24 22:50:12.486559,47,341,17.597034047764165,252
2026-04-24 22:51:12.486559,74,157,14.1897526442268,457
2026-04-24 22:52:12.486559,80,520,17.738147905183702,443
2026-04-24 22:53:12.486559,57,272,0.5741853900452054,386
2026-04-24 22:54:12.486559,90,225,16.765924005419738,101
2026-04-24 22:55:12.486559,51,321,11.893928126834863,332
2026-04-24 22:56:12.486559,79,260,8.586620579528656,271
2026-04-24 22:57:12.486559,98,327,16.417277282137995,358
2026-04-24 22:58:12.486559,94,444,5.823317509051638,209
2026-04-24 22:59:12.486559,55,401,7.571929981416787,210
2026-04-24 23:00:12.486559,64,464,3.3438713913938845,297
2026-04-24 23:01:12.486559,46,561,17.8244034114103,482
2026-04-24 23:02:12.486559,67,104,13.404012241444681,371
2026-04-24 23:03:12.486559,58,357,17.661913045682358,198
2026-04-24 23:04:12.486559,50,117,11.942120786696606,485
2026-04-24 23:05:12.486559,62,329,15.448528769282339,430
2026-04-24 23:06:12.486559,72,417,1.391817765088943,409
2026-04-24 23:07:12.486559,60,358,16.07347630334573,392
2026-04-24 23:08:12.486559,51,341,1.5745884904564988,201
2026-04-24 23:09:12.486559,79,174,8.986510604713018,425
2026-04-24 23:10:12.486559,80,258,8.08822345665266,365
2026-04-24 23:11:12.486559,70,536,15.186689300716331,360
2026-04-24 23:12:12.486559,62,315,1.8844122019379372,226
2026-04-24 23:13:12.486559,62,170,8.028867117511949,141
2026-04-24 23:14:12.486559,47,434,8.505187528983347,124
2026-04-24 23:15:12.486559,99,366,0.18490443579354254,118
2026-04-24 23:16:12.486559,64,272,9.587535669508018,338
2026-04-24 23:17:12.486559,53,315,4.0128250824669625,330
2026-04-24 23:18:12.486559,51,208,7.1610255852384235,368
2026-04-24 23:19:12.486559,62,292,19.361839536257275,139
2026-04-24 23:20:12.486559,54,223,4.166777905572843,490
2026-04-24 23:21:12.486559,52,590,0.4261638017159841,474
2026-04-24 23:22:12.486559,72,111,15.327398978802263,207
2026-04-24 23:23:12.486559,81,141,4.686701907526018,310
2026-04-24 23:24:12.486559,41,314,17.132005283273656,116
2026-04-24 23:25:12.486559,45,455,10.536977737398196,373
2026-04-24 23:26:12.486559,72,531,16.340204056145705,199
2026-04-24 23:27:12.486559,65,531,15.927503393593256,390
2026-04-24 23:28:12.486559,99,187,18.488873056073288,140
2026-04-24 23:29:12.486559,54,415,18.895388735628952,265
2026-04-24 23:30:12.486559,81,543,2.6727674928723344,474
2026-04-24 23:31:12.486559,49,426,6.761626241294028,334
2026-04-24 23:32:12.486559,41,340,14.122565363594578,303
2026-04-24 23:33:12.486559,76,482,6.551195298634884,336
2026-04-24 23:34:12.486559,56,392,2.2221252345990616,366
2026-04-24 23:35:12.486559,44,405,18.112253871811927,115
2026-04-24 23:36:12.486559,66,215,19.05295943530866,116
2026-04-24 23:37:12.486559,54,446,0.9440871940276141,126
2026-04-24 23:38:12.486559,44,159,14.032968899187399,323
2026-04-24 23:39:12.486559,98,423,4.879181539501021,482
2026-04-24 23:40:12.486559,41,302,18.927694933879675,246
2026-04-24 23:41:12.486559,44,547,9.246528555748977,484
2026-04-24 23:42:12.486559,61,477,8.971596914321749,246
2026-04-24 23:43:12.486559,77,116,0.9083267521646676,288
2026-04-24 23:44:12.486559,96,522,6.118544913659236,133
2026-04-24 23:45:12.486559,79,367,5.117493639931297,162
2026-04-24 23:46:12.486559,67,484,3.5740706309261827,470
2026-04-24 23:47:12.486559,60,520,18.874127403964387,327
2026-04-24 23:48:12.486559,71,479,0.563668616131956,364
2026-04-24 23:49:12.486559,55,265,17.88959689706899,293
2026-04-24 23:50:12.486559,45,498,7.878722234525903,207
2026-04-24 23:51:12.486559,52,146,4.156132533331947,308
2026-04-24 23:52:12.486559,46,413,9.099314297025014,402
2026-04-24 23:53:12.486559,72,435,1.3020905714405262,190
2026-04-24 23:54:12.486559,62,335,7.63320966430747,242
2026-04-24 23:55:12.486559,40,584,13.125474525448437,467
2026-04-24 23:56:12.486559,63,434,6.406881121695465,498
2026-04-24 23:57:12.486559,67,302,5.583357631520752,398
2026-04-24 23:58:12.486559,59,544,3.069284181289198,362
2026-04-24 23:59:12.486559,74,431,19.60202028764374,347
2026-04-25 00:00:12.486559,50,438,18.776830023966458,270
2026-04-25 00:01:12.486559,44,365,11.104695692603386,418
2026-04-25 00:02:12.486559,79,100,7.427754704290761,272
2026-04-25 00:03:12.486559,92,172,13.038168582468026,240
2026-04-25 00:04:12.486559,82,156,6.816564202087678,438
2026-04-25 00:05:12.486559,59,484,18.73435044431185,418
2026-04-25 00:06:12.486559,63,124,14.895492411328439,118
2026-04-25 00:07:12.486559,79,204,1.3320431934946675,249
2026-04-25 00:08:12.486559,52,335,17.05825943626479,101
2026-04-25 00:09:12.486559,58,274,11.663798290824229,174
2026-04-25 00:10:12.486559,44,335,17.534279681290727,418
2026-04-25 00:11:12.486559,90,234,12.82386061653185,389
2026-04-25 00:12:12.486559,64,337,13.578418932606265,248
2026-04-25 00:13:12.486559,58,370,19.495948330433738,261
2026-04-25 00:14:12.486559,77,524,0.9136488345886318,217
2026-04-25 00:15:12.486559,62,139,17.572313161644924,367
2026-04-25 00:16:12.486559,71,504,3.9024349281854587,474
2026-04-25 00:17:12.486559,47,566,19.21628933109726,457
2026-04-25 00:18:12.486559,80,300,13.93463111679475,394
2026-04-25 00:19:12.486559,60,215,17.862563412860705,480
2026-04-25 00:20:12.486559,58,445,19.253507615661647,210
2026-04-25 00:21:12.486559,59,514,4.816459763381145,426
2026-04-25 00:22:12.486559,71,438,13.574752653912965,245
2026-04-25 00:23:12.486559,60,248,16.63849426522953,129
2026-04-25 00:24:12.486559,82,318,13.550368708733252,327
2026-04-25 00:25:12.486559,98,252,8.562227696935196,357
2026-04-25 00:26:12.486559,57,316,1.9045261118760104,474
2026-04-25 00:27:12.486559,43,145,14.922007084723104,321
2026-04-25 00:28:12.486559,83,203,18.08519707722265,470
2026-04-25 00:29:12.486559,51,365,9.261705720236382,413
2026-04-25 00:30:12.486559,64,187,9.128545077535993,159
2026-04-25 00:31:12.486559,73,494,13.44061427648623,454
2026-04-25 00:32:12.486559,83,462,17.873730722204723,466
2026-04-25 00:33:12.486559,48,418,10.20416699747374,329
2026-04-25 00:34:12.486559,82,463,16.097582448522125,474
2026-04-25 00:35:12.486559,91,477,13.174569982202026,329
2026-04-25 00:36:12.486559,44,155,18.433879249216318,103
2026-04-25 00:37:12.486559,70,531,8.386916043537294,296
2026-04-25 00:38:12.486559,69,173,5.501226258073155,386
2026-04-25 00:39:12.486559,62,205,0.47159363163908674,363
2026-04-25 00:40:12.486559,55,513,12.778109547690438,128
2026-04-25 00:41:12.486559,64,220,14.919112700638557,142
2026-04-25 00:42:12.486559,74,362,15.185291024985773,301
2026-04-25 00:43:12.486559,52,420,19.799202908092944,395
2026-04-25 00:44:12.486559,96,117,10.120267622730672,204
2026-04-25 00:45:12.486559,77,462,11.352976941499007,127
2026-04-25 00:46:12.486559,43,468,8.987556494666986,258
2026-04-25 00:47:12.486559,59,214,0.5624951564112934,112
2026-04-25 00:48:12.486559,67,584,14.326281541483594,413
2026-04-25 00:49:12.486559,45,328,13.61637179923666,375
2026-04-25 00:50:12.486559,46,494,13.291985871566933,192
2026-04-25 00:51:12.486559,67,368,15.23151260316294,227
2026-04-25 00:52:12.486559,59,530,14.131843708041822,408
2026-04-25 00:53:12.486559,52,549,12.399247269687674,198
2026-04-25 00:54:12.486559,65,546,11.742777843420244,228
2026-04-25 00:55:12.486559,47,482,13.944299811437944,445
2026-04-25 00:56:12.486559,73,334,9.791414095013886,364
2026-04-25 00:57:12.486559,82,445,17.082264442467398,419
2026-04-25 00:58:12.486559,48,491,6.648882140626808,267
2026-04-25 00:59:12.486559,45,329,7.752987669489366,186
2026-04-25 01:00:12.486559,62,462,11.500067959563525,193
2026-04-25 01:01:12.486559,99,342,6.414695454120767,138
2026-04-25 01:02:12.486559,52,576,15.553741905746389,203
2026-04-25 01:03:12.486559,61,437,6.619427852026146,371
2026-04-25 01:04:12.486559,84,526,11.523113380214244,408
2026-04-25 01:05:12.486559,98,487,18.748670585043506,118
2026-04-25 01:06:12.486559,78,524,3.239277778735987,295
2026-04-25 01:07:12.486559,98,214,3.8454321551248194,294
2026-04-25 01:08:12.486559,74,146,12.790559056609773,437
2026-04-25 01:09:12.486559,78,152,16.17772795489013,270
2026-04-25 01:10:12.486559,53,542,8.28027760954294,367
2026-04-25 01:11:12.486559,54,519,2.1964488918157477,318
2026-04-25 01:12:12.486559,91,460,2.469547996383603,145
2026-04-25 01:13:12.486559,94,142,13.402978258731842,310
2026-04-25 01:14:12.486559,75,437,13.483330992216938,360
2026-04-25 01:15:12.486559,95,412,1.8374678159609337,463
2026-04-25 01:16:12.486559,80,291,13.706006194634607,386
2026-04-25 01:17:12.486559,43,453,2.543513770552064,381
2026-04-25 01:18:12.486559,48,270,19.28676983012537,475
2026-04-25 01:19:12.486559,61,595,10.784767065745399,290
2026-04-25 01:20:12.486559,80,486,12.505867590612873,380
2026-04-25 01:21:12.486559,66,199,18.705702020070976,469
2026-04-25 01:22:12.486559,62,143,14.811329930635846,240
2026-04-25 01:23:12.486559,50,298,5.7645768903195,210
2026-04-25 01:24:12.486559,64,526,1.161307649459642,474
2026-04-25 01:25:12.486559,55,516,7.662178932166784,275
2026-04-25 01:26:12.486559,79,217,4.761327983673254,122
2026-04-25 01:27:12.486559,68,141,17.61444955458623,231
2026-04-25 01:28:12.486559,66,584,15.517414014164972,417
2026-04-25 01:29:12.486559,65,420,4.780331907962165,456
2026-04-25 01:30:12.486559,78,456,4.729510794956575,459
2026-04-25 01:31:12.486559,71,360,14.566013109785631,422
2026-04-25 01:32:12.486559,44,521,9.251011606975098,135
