timestamp,amount,type,label,is_anomaly,log_amount,anomaly
2026-04-25 21:10:12,100000.0,credit,fraud,1,11.512925464970229,1
2026-04-25 21:23:12,100000.0,debit,fraud,1,11.512925464970229,1
2026-04-25 21:25:12,200000.0,credit,fraud,1,12.206072645530174,1
2026-04-25 21:28:12,200000.0,debit,fraud,1,12.206072645530174,1
2026-04-25 22:03:12,150000.0,debit,fraud,1,11.918390573078392,1
2026-04-25 22:40:12,150000.0,credit,fraud,1,11.918390573078392,1
2026-04-25 23:05:12,100000.0,credit,fraud,1,11.512925464970229,1
2026-04-25 23:20:12,50.0,debit,normal,0,3.912023005428146,1
2026-04-25 23:31:12,150000.0,credit,fraud,1,11.918390573078392,1
2026-04-25 23:48:12,150000.0,debit,fraud,1,11.918390573078392,1
2026-04-26 00:19:12,150000.0,debit,fraud,1,11.918390573078392,1
2026-04-26 00:21:12,200000.0,credit,fraud,1,12.206072645530174,1
2026-04-26 00:32:12,100000.0,credit,fraud,1,11.512925464970229,1
2026-04-26 00:51:12,150000.0,debit,fraud,1,11.918390573078392,1
2026-04-26 00:55:12,100000.0,credit,fraud,1,11.512925464970229,1
2026-04-26 01:04:12,50.0,debit,normal,0,3.912023005428146,1
2026-04-26 01:36:12,200000.0,debit,fraud,1,12.206072645530174,1
2026-04-26 01:43:12,200000.0,credit,fraud,1,12.206072645530174,1
2026-04-26 02:21:12,200000.0,debit,fraud,1,12.206072645530174,1
2026-04-26 02:38:12,100000.0,credit,fraud,1,11.512925464970229,1
2026-04-26 02:42:12,100000.0,credit,fraud,1,11.512925464970229,1
2026-04-26 03:23:12,200000.0,debit,fraud,1,12.206072645530174,1
2026-04-26 03:37:12,200000.0,credit,fraud,1,12.206072645530174,1
2026-04-26 04:16:12,100000.0,debit,fraud,1,11.512925464970229,1
2026-04-26 04:35:12,200000.0,credit,fraud,1,12.206072645530174,1
2026-04-26 05:43:12,100000.0,debit,fraud,1,11.512925464970229,1
2026-04-26 06:00:12,200000.0,credit,fraud,1,12.206072645530174,1
2026-04-26 06:13:12,200000.0,debit,fraud,1,12.206072645530174,1
2026-04-26 06:18:12,50.0,credit,normal,0,3.912023005428146,1
2026-04-26 06:26:12,100000.0,debit,fraud,1,11.512925464970229,1
2026-04-26 06:50:12,150000.0,credit,fraud,1,11.918390573078392,1
2026-04-26 06:51:12,150000.0,debit,fraud,1,11.918390573078392,1
2026-04-26 06:52:12,100000.0,debit,fraud,1,11.512925464970229,1
2026-04-26 07:02:12,150000.0,debit,fraud,1,11.918390573078392,1
2026-04-26 07:09:12,200000.0,debit,fraud,1,12.206072645530174,1
2026-04-26 07:18:12,200000.0,credit,fraud,1,12.206072645530174,1
2026-04-26 07:37:12,150000.0,debit,fraud,1,11.918390573078392,1
2026-04-26 08:24:12,150000.0,credit,fraud,1,11.918390573078392,1
2026-04-26 08:53:12,200000.0,credit,fraud,1,12.206072645530174,1
2026-04-26 09:11:12,50.0,credit,normal,0,3.912023005428146,1
2026-04-26 09:52:12,200000.0,credit,fraud,1,12.206072645530174,1
2026-04-26 09:56:12,150000.0,debit,fraud,1,11.918390573078392,1
2026-04-26 09:57:12,150000.0,credit,fraud,1,11.918390573078392,1
2026-04-26 09:58:12,150000.0,credit,fraud,1,11.918390573078392,1
2026-04-26 10:11:12,150000.0,credit,fraud,1,11.918390573078392,1
2026-04-26 10:22:12,150000.0,credit,fraud,1,11.918390573078392,1
2026-04-26 10:35:12,100000.0,debit,fraud,1,11.512925464970229,1
2026-04-26 11:21:12,50.0,debit,normal,0,3.912023005428146,1
2026-04-26 11:30:12,200000.0,debit,fraud,1,12.206072645530174,1
2026-04-26 11:41:12,50.0,credit,normal,0,3.912023005428146,1
2026-04-26 11:45:12,150000.0,credit,fraud,1,11.918390573078392,1
2026-04-26 11:49:12,200000.0,credit,fraud,1,12.206072645530174,1
2026-04-26 12:11:12,200000.0,debit,fraud,1,12.206072645530174,1
2026-04-26 13:01:12,100000.0,credit,fraud,1,11.512925464970229,1
2026-04-26 13:13:12,150000.0,debit,fraud,1,11.918390573078392,1
2026-04-26 14:04:12,100000.0,credit,fraud,1,11.512925464970229,1
2026-04-26 14:35:12,50.0,debit,normal,0,3.912023005428146,1
2026-04-26 14:48:12,150000.0,debit,fraud,1,11.918390573078392,1
2026-04-26 15:02:12,100000.0,credit,fraud,1,11.512925464970229,1
2026-04-26 15:07:12,100000.0,credit,fraud,1,11.512925464970229,1
2026-04-26 15:11:12,200000.0,debit,fraud,1,12.206072645530174,1
2026-04-26 15:29:12,50.0,credit,normal,0,3.912023005428146,1
2026-04-26 16:11:12,200000.0,debit,fraud,1,12.206072645530174,1
2026-04-26 16:34:12,50.0,credit,normal,0,3.912023005428146,1
2026-04-26 16:44:12,150000.0,credit,fraud,1,11.918390573078392,1
2026-04-26 17:00:12,200000.0,credit,fraud,1,12.206072645530174,1
2026-04-26 17:01:12,150000.0,debit,fraud,1,11.918390573078392,1
2026-04-26 17:02:12,100000.0,debit,fraud,1,11.512925464970229,1
2026-04-26 17:44:12,100000.0,credit,fraud,1,11.512925464970229,1
2026-04-26 18:04:12,200000.0,debit,fraud,1,12.206072645530174,1
2026-04-26 18:14:12,200000.0,credit,fraud,1,12.206072645530174,1
2026-04-26 18:30:12,150000.0,debit,fraud,1,11.918390573078392,1
2026-04-26 18:34:12,50.0,debit,normal,0,3.912023005428146,1
2026-04-26 18:38:12,100000.0,debit,fraud,1,11.512925464970229,1
2026-04-26 18:43:12,200000.0,credit,fraud,1,12.206072645530174,1
2026-04-26 18:54:12,50.0,credit,normal,0,3.912023005428146,1
2026-04-26 19:01:12,150000.0,credit,fraud,1,11.918390573078392,1
2026-04-26 19:21:12,100000.0,credit,fraud,1,11.512925464970229,1
2026-04-26 19:24:12,100000.0,debit,fraud,1,11.512925464970229,1
